O,V
142126,0
141988,1
142533,1
142277,1
142084,0
142832,0
142285,2
142391,0
142690,2
142196,0
142671,0
142214,4
142326,3
142980,0
142405,0
142173,2
143013,0
142110,4
141972,2
142138,0
142107,2
143035,2
142176,0
143051,1
142096,0
141966,0
142716,2
142530,1
142137,1
142319,0
142814,0
142009,4
142812,0
142866,0
142905,1
142505,3
142205,1
142589,0
142445,0
142882,0
142792,2
142135,1
142357,0
142240,0
143069,2
142143,0
142635,3
143011,0
142702,1
142868,1
142249,0
142522,0
142397,2
143489,2
144074,1
144126,3
144054,3
144116,1
143342,3
143405,1
143566,3
143306,2
144176,3
144112,1
143673,2
144073,3
143931,2
143840,2
143471,4
143819,0
143591,3
144082,1
143137,4
143907,5
143174,1
143244,30
143102,2
143210,2
143196,3
143548,2
143266,2
143884,2
143782,2
143362,5
143751,0
143139,4
143379,1
143730,6
143855,1
143775,1
143151,1
144087,2
143277,3
144051,4
143197,2
143496,2
143790,4
143447,1
143787,2
144219,0
144138,5
143667,1
143399,1
143202,0
143991,0
143409,1
143518,0
143830,5
143316,0
143806,0
143336,0
143448,6
144142,0
143298,0
143535,0
143290,1
144183,0
143230,5
143086,3
143258,1
143226,2
144201,0
143293,0
144216,1
143216,0
143080,0
143860,4
143664,3
143257,1
143441,0
143969,0
143125,6
143967,0
144026,0
144069,1
143325,0
143726,0
143576,0
144044,0
143944,0
143254,1
143481,0
143361,0
144235,1
143262,0
143770,0
144180,0
143845,1
144028,1
143368,0
143658,0
143526,1
144996,2
144999,2
145098,2
144964,3
145081,1
144723,3
144843,2
145145,3
144653,2
145175,2
145074,3
144241,3
144995,10
144715,2
144554,2
144957,2
144514,0
145195,3
145012,2
144359,1
144674,1
144425,2
144542,0
144296,2
144491,2
144460,3
144581,3
144637,2
144751,4
144391,0
144363,3
144782,1
144339,5
144583,2
144438,2
144380,0
145021,1
144603,3
144953,6
144463,3
145004,3
144462,5
144912,1
144459,2
145269,0
145117,3
145314,3
144823,3
144477,0
144837,0
144848,1
145046,0
144533,3
144669,0
144490,0
144716,1
144914,4
145123,0
144640,0
145069,0
144620,0
145188,0
144520,2
144269,2
144567,1
144515,1
145225,0
144629,0
144499,0
144255,0
144590,2
145310,4
144566,1
144903,0
144802,0
144345,4
144800,0
144913,0
144992,0
145279,1
144692,3
144334,1
145168,0
144943,0
144748,1
144558,1
144977,0
144750,0
145317,2
144577,0
144423,0
145183,0
144562,1
144917,0
144762,0
145296,0
145051,2
145754,3
146377,2
146434,1
146356,5
146424,1
145597,1
145665,2
145835,3
145563,3
146483,3
146420,3
145955,2
146376,3
146226,2
146127,2
145736,2
146108,0
145862,1
146385,1
145391,2
146201,2
145431,3
145500,0
145352,3
145467,2
145451,3
145815,3
145522,1
146175,3
146070,3
145618,3
146036,0
145393,3
145637,0
146014,4
146144,3
146062,2
145405,2
146390,0
145533,2
146352,3
145452,1
145761,1
146079,4
145709,1
146076,2
146530,0
146446,3
145950,3
145658,3
145459,1
146292,0
145669,1
145785,0
146119,2
145572,0
146095,0
145592,0
145710,3
146450,0
145556,0
145801,0
145547,1
146490,0
145487,3
145337,4
145515,1
145483,2
146509,2
145550,0
146527,0
145472,0
145331,0
146148,1
145947,3
145514,2
145703,0
146266,0
145376,4
146263,0
146328,0
145846,0
146241,2
145518,0
146134,1
146330,1
145626,0
145937,0
145792,1
146372,2
145918,1
145582,3
146010,0
146344,0
145511,1
145746,0
145617,0
146548,1
146057,0
146487,0
146984,2
147602,2
147658,2
147581,2
147648,2
146826,1
146894,1
147066,1
146792,1
147708,5
147644,3
147184,2
147601,1
147454,1
147355,2
146965,0
147336,0
147093,0
147610,1
146621,1
147430,2
146660,2
146728,0
146583,2
146695,2
146679,2
147046,1
146750,2
147404,0
147298,1
147265,0
146623,2
146866,2
147243,1
147372,2
147290,2
146635,1
147615,1
146761,1
147577,2
146680,2
146991,1
147307,1
146937,1
147304,2
147755,0
147670,0
147179,3
146887,2
146687,0
147517,0
146898,1
147015,0
147347,0
146801,0
147323,0
146821,1
146938,6
147674,0
146784,0
147032,0
146775,1
147715,0
146715,3
146568,4
146743,1
146711,2
147734,0
146778,0
147752,0
146700,0
146562,0
147377,2
147176,1
146742,0
146932,0
147491,0
146607,4
147488,0
147554,0
147077,0
147468,1
146746,0
147362,1
147556,1
146855,0
147167,0
147023,2
147597,1
147148,3
146811,2
147239,0
147569,0
146739,3
146975,0
146846,0
147773,1
147285,0
147712,0
148133,1
148634,7
148677,1
148617,1
148671,2
147998,1
148058,3
148200,1
147969,0
148714,4
148669,2
148300,2
148633,2
148509,1
148435,1
148118,1
148422,0
148222,1
148639,1
147829,1
148488,1
147857,2
147917,0
147803,2
147886,2
147873,2
148180,1
147933,2
148467,1
148391,1
148020,1
148366,2
147831,1
148035,3
148348,1
148447,2
148387,2
147839,1
148644,1
147943,1
148614,2
147874,2
148140,1
148399,1
148098,1
148396,1
148763,0
148685,0
148293,3
148052,0
147879,0
148429,4
147976,0
148099,5
148689,0
148164,0
147958,0
148722,0
147904,1
147790,2
147927,1
147902,1
148745,1
147962,0
148760,1
147890,0
147783,3
148290,3
147926,0
148092,0
147822,3
148536,0
148590,0
148629,2
148344,0
148210,0
148607,0
148521,0
147924,3
148127,0
148019,0
148779,1
147929,0
148382,0
148719,1
148592,4
148027,0
148283,0
149199,2
149771,2
149828,1
149751,1
149820,2
149046,1
149112,3
149274,1
149015,1
149872,1
149816,2
149386,2
149770,2
149630,1
149544,1
149182,1
149528,0
149300,1
149780,2
148848,0
149607,2
148887,1
148952,0
148812,2
148916,2
148903,1
149255,3
148975,1
149585,1
149494,1
149068,1
149463,0
148850,1
149088,3
149438,2
149559,4
149487,2
148865,1
149784,1
148986,1
149748,1
148904,2
149205,0
149503,2
149157,1
149500,1
149925,0
149839,1
149378,2
149106,0
148908,0
149691,0
149116,1
149224,0
149536,4
149023,0
149518,0
149041,3
149158,4
149843,0
149240,0
149000,0
149879,0
148936,2
148798,2
148964,1
148933,2
149902,4
149003,0
149921,2
148921,0
148792,0
149563,2
149375,4
148963,1
149151,0
149668,0
148834,3
149665,0
149727,0
149767,1
149348,3
149032,3
149434,0
149284,0
149742,0
149643,2
148961,3
149192,0
149067,0
149939,1
148969,0
149482,0
149875,0
149550,3
149729,2
149077,0
149366,0
149231,2
150367,1
150974,4
151029,1
150955,2
151020,1
150278,3
150445,0
150178,1
151078,1
151016,2
150561,2
150973,1
150830,2
150733,1
150347,2
150713,0
150470,1
150982,2
150008,0
150805,2
150047,2
150115,0
149971,2
150082,2
150067,2
150427,1
150137,1
150780,1
150676,1
150232,1
150642,0
150010,2
150250,2
150619,3
150750,2
150668,2
150022,2
150987,1
150148,1
150951,1
150068,2
150374,1
150685,2
150321,0
150682,1
151124,0
151040,1
150556,3
150271,1
150074,0
150892,0
150282,1
150397,0
150724,3
150186,0
150700,0
150206,2
150322,4
151044,0
150170,0
150414,0
150161,1
151085,0
150101,3
149956,3
150130,1
150097,3
151103,0
150164,0
151121,3
150087,0
149950,0
150755,2
150553,3
150129,3
150315,0
150867,0
149995,3
150864,0
150927,0
150969,2
150196,3
150615,0
150456,0
150943,0
150843,5
150126,4
150358,0
150231,0
151141,2
150133,0
150663,0
151082,0
150740,3
150929,1
150239,0
150543,0
150405,3
151562,1
152109,2
152157,1
152090,2
152148,1
151413,3
151479,1
151632,1
151382,0
152207,1
152144,2
151737,1
152108,1
151973,1
151888,1
151544,2
151870,0
151656,1
152114,1
151209,1
151950,2
151250,2
151319,0
151175,2
151284,2
151269,0
151615,1
151340,1
151928,1
151839,1
151432,1
151808,0
151211,3
151450,1
151789,4
151903,2
151223,2
152118,1
151350,1
152086,0
151270,3
151568,2
151523,0
151845,2
152248,0
152169,2
151732,3
151471,1
151276,0
152025,0
151483,1
151586,0
151880,3
151390,0
151860,0
151409,4
151524,3
152173,0
151374,0
151601,0
151364,2
152213,0
151305,7
151159,2
151334,1
151301,2
152229,2
151367,0
151290,2
151153,0
151906,1
151729,1
151333,1
151516,0
152003,0
151198,2
152060,0
152105,1
151707,3
151399,3
151785,1
151641,1
152078,0
151982,3
151330,3
151554,0
151431,0
152262,2
151337,0
151829,0
152210,0
151893,1
152063,1
151439,0
151723,0
151592,2
152682,1
153243,5
153298,1
153223,2
153287,1
152531,2
152599,3
152753,1
152499,1
153347,2
153283,3
152861,2
153242,1
153102,1
153016,1
152664,4
152999,0
152775,1
153248,3
152330,1
153076,4
152369,1
152438,0
152299,2
152403,2
152386,0
152736,1
152458,1
153055,1
152968,1
152551,1
152936,0
152333,2
152569,1
152915,7
153032,3
152344,2
153252,1
152468,1
153219,0
152387,2
152688,2
152976,1
152642,1
152974,2
153390,0
153310,1
152856,3
152591,1
152394,0
153160,0
152603,1
152708,0
153008,3
152508,0
152989,0
152527,2
152643,3
153314,0
152491,0
152722,0
152482,1
153354,0
152425,6
152283,4
152452,1
152421,2
153370,2
152485,0
152409,3
152276,0
153035,2
152852,1
152451,1
152637,0
153136,0
152320,5
153133,0
153195,0
153239,1
152517,3
152911,2
152761,0
153211,0
153115,1
152448,3
152674,0
152550,0
153404,1
152455,0
152955,0
153350,0
153021,3
153197,2
152558,0
152842,0
152714,4
153440,1
153443,2
153463,1
153409,0
153487,2
153481,1
153507,1
153416,2
153471,3
153467,1
153432,4
153553,3
153438,1
153508,0
153441,0
153542,1
153462,2
153519,0
153482,2
153513,0
153556,3
153550,2
153458,1
153983,1
154583,2
154643,2
154563,3
154636,2
153894,2
154070,1
153785,1
154703,2
154631,3
154180,0
154581,2
154441,1
154351,2
153966,2
154335,0
154090,1
154594,1
153618,2
154419,3
153659,2
153727,0
153586,2
153697,2
153681,1
154049,1
153748,1
154395,0
154292,1
153846,1
154263,2
153620,2
153864,3
154230,2
154366,2
154286,2
153630,1
154600,1
153760,1
154559,2
153682,2
153988,2
154303,2
153936,1
154300,2
154760,0
154656,1
154167,3
153886,1
153690,0
154498,0
153898,2
154016,1
154344,4
153793,0
154323,0
153818,1
153938,5
154660,0
153778,0
154035,0
153770,1
154714,0
153719,3
153572,4
153740,2
153714,1
154734,0
153773,0
154756,1
153701,0
153566,0
154370,2
154165,1
153738,3
153929,0
154480,0
153605,6
154477,0
154532,0
154578,1
154135,0
154226,0
154080,0
154553,0
154455,1
153735,1
153976,0
153845,0
154775,5
153745,1
154279,0
154709,0
154356,1
154534,0
153854,0
154155,1
154023,1
155176,1
155719,1
155775,1
155700,2
155767,2
155027,2
155089,2
155253,1
154994,1
155828,1
155762,2
155354,2
155716,2
155583,1
155504,2
155163,1
155492,0
155273,1
155728,1
154836,1
155562,1
154871,2
154939,0
154807,2
154905,2
154892,1
155234,1
154957,2
155540,0
155453,1
155048,2
155427,3
154838,1
155065,2
155401,2
155517,1
155447,1
154845,1
155735,0
154969,1
155698,3
154893,3
155181,3
155464,1
155133,3
155461,2
155877,0
155786,0
155342,3
155084,1
154898,0
155638,0
155092,2
155204,0
155499,5
155001,0
155480,0
155023,0
155135,6
155791,0
155217,0
154980,0
155835,0
154932,1
154793,4
154951,1
154930,1
155853,0
154983,0
155874,1
154911,0
154787,0
155340,1
154949,1
155125,0
155619,0
154825,4
155616,0
155671,0
155713,2
155397,0
155263,0
155692,0
155596,1
154947,3
155170,0
155046,0
155893,1
154954,0
155443,0
155833,0
155510,1
155674,1
155331,0
156312,1
156901,2
156958,1
156885,2
156951,2
156159,2
156225,2
156396,1
156121,1
157012,2
156944,2
156512,0
156899,18
156767,1
156683,1
156298,1
156665,0
156419,1
156911,1
155959,1
156745,1
155997,2
156065,0
155928,2
156035,2
156022,1
156377,1
156085,2
156722,1
156624,1
156183,0
156592,0
155961,1
156198,1
156562,3
156697,2
156618,1
155969,3
156917,2
156096,1
156882,2
156023,3
156317,2
156635,0
156269,1
156632,1
157063,0
156969,2
156498,3
156218,0
156028,0
156823,0
156230,2
156344,2
156675,3
156130,0
156655,0
156154,0
156271,5
156973,0
156363,0
156107,2
157020,0
156057,1
155914,2
156077,0
156053,1
157039,1
156110,0
157059,1
156040,0
155909,0
156700,4
156496,1
156075,1
156262,0
156807,0
155947,5
156804,0
156858,0
156896,3
156463,2
156558,0
156407,0
156876,0
156781,1
156073,3
156306,0
156182,0
157081,1
156082,1
156612,0
157018,0
156688,6
156860,3
156189,0
156487,1
156350,5
157501,1
158090,2
158150,1
158074,4
158142,3
157343,2
157413,1
157585,1
157306,1
158207,2
158137,4
157694,0
158089,1
157956,1
157868,1
157485,3
157851,0
158101,1
157142,1
157934,2
157182,2
157246,0
157114,2
157217,2
157201,1
157566,1
157267,2
157911,1
157809,1
157364,2
157776,0
157144,2
157381,1
157744,3
157883,2
157803,2
157155,2
158108,0
157280,1
158070,1
157202,3
157506,2
157821,1
157456,1
157818,2
158260,0
158162,1
157681,3
157405,1
157209,0
158014,0
157417,2
157534,0
157860,3
157314,0
157840,0
157337,2
157458,4
158166,0
157300,0
157553,0
157290,1
158216,0
157240,2
157100,4
157259,2
157235,0
158236,2
157293,0
158256,3
157221,0
157095,0
157887,2
157679,2
157257,4
157449,0
157996,0
157131,3
157993,0
158046,0
158086,1
157650,1
157740,0
157594,0
158065,0
157970,4
157254,1
157494,0
157363,0
158277,3
157264,1
157796,0
158212,0
157873,4
158048,1
157371,0
157669,1
157541,1
158693,2
159288,2
159349,2
159270,1
159340,3
158535,1
158603,2
158780,1
158498,2
159405,3
159335,3
158888,0
159287,5
159146,1
159057,1
158676,1
159040,0
158800,0
159299,1
158337,2
159124,2
158375,2
158439,0
158309,2
158410,2
158393,1
158760,1
158460,2
159100,0
158998,1
158557,3
158969,0
158339,0
158576,2
158934,3
159072,3
158348,1
159304,0
158471,1
159266,3
158394,2
158698,2
159010,2
158647,1
159007,2
159454,0
159360,1
158875,3
158595,1
158402,0
159206,0
158607,3
158728,0
159049,5
158506,0
159028,0
158530,1
158649,5
159364,0
158491,0
158747,0
158481,2
159412,0
158432,2
158295,0
158452,2
158427,1
159431,0
158484,0
159450,1
158414,0
158290,0
159076,2
158872,3
158450,4
158639,0
159185,0
158326,5
159182,0
159241,0
159284,1
158843,1
158930,0
158789,1
159261,0
159160,2
158447,1
158686,0
158556,0
159470,3
158457,3
158986,0
159409,0
159062,1
159244,1
158566,0
158863,2
158734,3
159889,3
160500,2
160562,2
160482,3
160554,2
159729,0
159796,1
159977,1
159694,1
160620,2
160549,3
160090,0
160498,0
160358,1
160264,2
159870,2
160247,0
159997,1
160512,1
159531,2
160336,2
159567,4
159634,0
159501,2
159605,2
159588,1
159956,0
159655,1
160310,1
160204,0
159751,4
160176,0
159533,4
159769,3
160139,2
160279,3
160198,2
159541,1
160518,0
159666,1
160478,1
159589,0
159894,1
160216,2
159839,1
160213,3
160675,0
160574,0
159788,1
159598,1
160416,0
159800,2
159922,0
160256,4
159702,0
160235,0
159724,4
159841,3
160578,0
159687,0
159942,0
159677,2
160628,0
159627,3
159488,4
159647,2
159623,1
160650,1
159680,0
160671,1
159609,0
159483,0
160283,5
160075,3
159645,1
159831,0
160398,0
159519,3
160395,0
160453,0
160495,2
160044,1
160135,0
159986,0
160472,0
160373,1
159642,3
159881,0
159750,0
160691,2
159652,1
160192,0
160625,0
160269,3
160455,0
159759,0
160065,1
159929,2
161058,1
160803,1
160815,2
161537,2
161107,3
161583,1
161519,3
161577,4
160861,2
160920,3
160981,1
161386,0
161299,1
160941,2
161276,2
160955,0
161251,2
161362,3
161292,2
161121,1
160892,1
160761,1
161550,0
161572,3
160869,1
161203,2
161421,0
161534,2
161517,2
161046,1
160804,4
161336,0
161137,1
161544,1
160753,2
161401,3
160786,2
161062,3
161310,2
161021,1
161307,3
161664,0
161593,1
160845,0
160724,2
161192,3
160974,1
160809,0
161468,0
161083,0
161343,3
160899,0
161325,0
161023,5
161597,0
161095,0
160879,1
161630,2
160838,3
160708,2
160855,1
160836,1
160882,0
161660,1
160820,0
160702,0
161190,3
160853,1
161013,0
161451,0
160743,4
161448,0
161493,0
161531,1
161248,0
161129,1
161513,2
160852,3
161053,0
160939,0
161679,3
160858,2
161288,3
161629,0
161355,1
161496,1
161182,1
162057,1
161798,1
161810,2
162559,2
162111,1
162605,2
162543,2
162599,2
161855,3
161919,2
161978,2
162416,1
162322,1
161940,1
162296,0
161953,0
162266,2
162392,2
162316,1
162127,1
161888,2
161752,1
162569,0
162593,3
161865,1
162453,1
162556,2
162378,2
162540,2
162045,0
161799,3
162360,0
162146,1
162566,1
161743,4
162438,2
161776,2
162061,3
162333,2
162017,1
162330,2
162695,0
162615,0
161835,0
162211,4
161972,3
161804,0
162492,0
161981,2
162083,0
162369,0
161894,0
162351,1
162619,0
162099,0
161876,1
162658,1
161829,2
161697,2
161847,2
161827,1
162674,0
161879,0
162691,1
161814,0
161692,0
162395,4
162209,1
161845,1
162009,0
162480,0
161729,4
162478,0
162522,0
162553,1
162179,1
162264,0
162139,2
162536,1
162463,0
161844,1
162052,0
161939,0
162711,0
161853,1
162312,0
162656,0
162383,2
162523,0
161946,0
162200,1
162089,1
163124,2
163734,2
163797,1
163716,2
163789,2
162966,0
163033,2
163213,1
162930,1
163856,2
163784,2
163329,0
163732,1
163598,1
163505,1
163106,1
163486,0
163234,1
163746,1
162773,1
163575,2
162805,2
162871,0
162740,2
162841,2
162826,1
163191,1
162891,2
163550,1
163444,1
162989,1
163414,0
162775,3
163007,1
163378,3
163520,1
163435,2
162782,2
163752,1
162901,1
163712,1
162827,2
163129,3
163455,1
163076,1
163452,0
163905,0
163809,1
163315,3
163024,1
162835,0
163652,0
163037,2
163158,0
163498,2
162938,0
163474,0
162961,2
163078,4
163813,0
162923,0
163176,0
162912,1
163865,0
162862,2
162727,4
162884,2
162858,1
163884,1
162915,0
163901,3
162722,0
163524,4
163313,2
162882,2
163066,0
163636,0
162762,6
163686,0
163729,0
163283,2
163375,0
163222,0
163705,0
163614,3
162879,3
163116,0
162988,0
162888,1
163429,1
163862,0
163510,1
163689,0
162997,0
163303,3
163165,2
164343,1
164946,2
165006,1
164927,1
164999,2
164184,1
164252,3
164430,1
164146,1
165068,1
164994,2
164547,0
164944,2
164810,1
164721,1
164325,1
164701,0
164452,1
164957,4
163981,1
164788,2
164017,2
164085,0
163949,2
164053,2
164038,1
164408,2
164105,2
164764,1
164659,1
164207,1
164628,0
163983,1
164225,1
164593,2
164736,0
163991,0
164962,2
164116,2
164923,1
164039,2
164348,1
164670,1
164294,1
164667,1
165118,0
165018,0
164533,3
164243,0
164047,0
164864,0
164256,1
164376,0
164713,4
164154,0
164690,0
164179,1
164296,3
165022,0
164139,0
164394,0
164127,0
165077,0
164077,3
163935,2
164098,2
164072,3
165095,1
164130,0
165114,2
164057,0
163930,0
164740,2
164531,1
164096,3
164285,0
164848,0
163969,7
164845,0
164899,0
164941,2
164501,3
164590,0
164441,1
164918,3
164825,1
164093,1
164335,0
164206,0
165132,2
164102,1
164646,0
165074,0
164726,1
164902,2
164215,0
164522,1
164382,3
165558,1
166163,2
166224,1
166143,1
166216,1
165400,2
165469,3
165644,1
165363,1
166286,5
166211,2
165762,0
166161,1
166028,1
165938,1
165541,0
165918,0
165667,1
166174,1
165196,3
166005,2
165233,2
165302,0
165163,2
165270,2
165622,1
165324,1
165981,1
165876,1
165424,2
165844,0
165198,1
165442,0
165810,2
165953,1
165868,2
165207,2
166179,1
165335,2
166139,3
165255,2
165563,1
165887,1
165511,1
165884,2
166337,0
166236,3
165749,3
165460,1
165263,4
166082,0
165473,2
165590,0
165930,4
165371,0
165907,2
165395,0
165513,4
166241,0
165357,0
165608,0
165346,1
166295,0
165294,1
165150,4
165315,2
165289,1
166314,1
165349,0
166333,2
165274,0
165145,0
165957,1
165747,2
165313,1
165502,0
166066,0
165184,5
166063,0
166116,0
166158,1
165717,1
165807,0
165655,0
166134,3
166043,1
165310,2
165551,0
165423,0
166350,1
165320,1
165862,0
166292,0
165943,3
166118,1
165432,0
165737,2
165596,4
166774,1
167389,2
167449,0
167369,1
167442,0
166615,2
166684,3
166861,1
166578,0
167509,2
167438,2
166981,0
167251,1
167160,1
166756,1
167139,0
166883,1
167400,1
166415,1
167230,1
166450,4
166516,0
166383,2
166486,2
166471,1
166840,1
166537,2
167206,1
167097,1
166638,1
167065,0
166417,2
166656,1
167030,2
167176,2
167089,1
166425,1
167406,0
166548,2
167365,1
166472,3
166779,2
167108,2
166725,1
167105,1
167561,0
166967,3
166675,0
166480,0
167306,0
166688,2
166806,0
167152,2
166586,0
167129,0
166610,0
167464,0
166570,0
166825,0
166559,1
167518,0
166508,1
166369,2
166529,2
166504,1
167538,0
166562,0
167557,2
166489,0
166364,0
167180,4
166965,3
166527,1
166716,0
167290,0
166403,4
167287,0
167340,0
167384,2
166934,1
167027,0
166872,0
167359,0
167266,2
166524,1
166766,0
166637,0
167574,4
166534,0
167083,0
167515,0
167165,1
167343,3
166646,0
166955,1
166813,4
167984,2
168586,2
168646,1
168567,3
168639,2
167828,3
167895,4
168076,1
167794,1
168706,1
168635,3
168187,0
168584,1
168450,1
167967,1
168345,0
168096,1
168597,2
168428,2
167671,1
167738,0
167606,1
167706,2
167692,1
168053,2
168303,1
167850,1
168273,0
167639,1
167868,2
168236,3
168378,2
168295,2
167647,1
168603,0
167766,2
168563,2
167693,2
167989,1
168313,2
167937,3
168310,1
168754,0
168658,0
167887,0
167701,0
168504,0
167899,1
168019,0
168358,2
167801,0
168334,0
167823,2
167939,3
168663,0
167788,0
168038,0
167777,0
168715,0
167730,2
167593,3
167751,3
167726,1
168733,0
167780,0
168751,1
167711,0
167588,0
168382,2
168172,3
167749,1
167928,0
168488,0
167625,4
168485,0
168539,0
168581,1
168141,1
168233,0
168087,0
168557,0
168463,2
167746,2
167977,0
167849,0
168767,1
167756,1
168289,0
168712,0
168368,1
168541,1
167858,0
168162,1
168026,3
169135,2
168880,1
168892,2
169633,2
169187,1
169680,1
169616,1
169674,1
168940,2
168999,1
169061,2
169393,1
169023,1
169366,4
168830,2
169038,3
169341,2
169457,2
169385,1
169202,1
168974,1
168835,2
169645,0
169724,2
169668,2
168949,1
169296,2
169518,1
169630,4
169442,1
169614,1
169124,2
168881,3
169430,0
169218,1
169640,4
168828,1
169496,1
168858,2
169140,4
169403,1
169099,1
169400,1
169768,0
169690,1
168923,1
168801,2
169284,3
169056,0
168886,1
169561,0
169162,0
169437,3
168979,4
169419,0
169101,2
169694,0
169174,0
168959,1
169733,0
168915,1
168785,2
168934,0
168913,1
168962,0
169764,2
168897,0
168779,0
169282,2
168932,1
169092,0
169545,0
168818,3
169542,0
169590,0
169627,2
169338,2
169210,1
169609,3
168931,1
169130,0
169021,4
169782,3
168937,1
169380,0
169731,0
169449,1
169593,1
169273,0
170187,1
170746,2
170803,1
170730,2
170796,1
170040,1
170102,3
170266,1
170005,1
170857,2
170369,0
170744,2
170621,1
170535,1
170174,1
170516,0
170285,1
170755,2
169851,1
170598,1
169882,2
169948,0
169818,3
169917,2
169904,1
170248,0
169967,2
170575,2
170480,1
170061,1
170451,0
169853,1
170077,3
170418,2
170548,1
170473,2
169860,1
170761,0
169979,1
170727,2
169905,3
170192,2
170491,2
170145,1
170488,2
170901,0
170814,1
170356,0
170095,1
169910,0
170675,0
170106,2
170216,0
170526,4
170012,0
170509,0
170035,2
170147,4
170818,0
170234,0
169990,2
170866,0
169939,1
169805,2
169959,2
169935,1
170883,0
169993,0
170899,0
169921,0
169799,0
170552,4
170354,3
169957,1
170136,0
170659,0
169838,3
170657,0
170706,0
170741,2
170324,2
170415,0
170276,0
170721,0
170633,1
169956,1
170182,0
170060,0
170918,4
169964,0
170468,0
170864,0
170541,1
170707,1
170068,0
170345,1
170224,1
171349,1
171963,2
172026,1
171943,1
172019,2
171187,23
171258,3
171151,1
172088,3
172015,4
171552,0
171961,2
171825,1
171732,0
171331,0
171712,0
171458,1
171975,1
170983,1
171802,1
171020,2
171088,0
170951,2
171058,2
171044,2
171415,2
171109,2
171777,1
171670,1
171211,3
171638,0
170985,0
171229,1
171602,1
171748,1
171661,2
170993,1
171982,0
171120,1
171939,3
171045,4
171354,2
171681,19
171678,1
172138,0
172038,0
171248,2
171053,1
171881,0
171262,1
171381,0
171723,4
171158,0
171702,0
171182,1
171302,5
172042,0
171143,0
171400,0
171131,2
172096,0
171080,2
170938,2
171101,2
171076,1
172116,0
171134,0
172134,1
171062,0
170933,0
171752,2
171537,6
171099,1
171291,0
171864,0
170971,5
171861,0
171913,0
171958,0
171508,1
171599,0
171447,0
171933,0
171839,0
171096,2
171341,0
171210,0
172151,1
171106,0
171655,0
172093,0
171737,2
171916,1
171219,0
171528,0
171388,4
172547,1
173101,2
173151,0
173085,2
173142,1
172397,3
172466,2
172626,0
172366,1
173200,2
173139,1
172735,0
173100,0
172973,1
172892,0
172527,1
172871,0
172651,1
173109,1
172212,2
172951,1
172248,2
172312,0
172183,2
172279,2
172266,2
172608,1
172330,2
172928,1
172831,1
172419,2
172800,0
172215,1
172437,2
172776,2
172910,1
172227,3
173117,2
172341,1
173083,2
172267,0
172553,2
172841,0
172501,1
172839,0
173242,0
173160,2
172727,3
172455,1
172272,0
173022,0
172469,1
172580,0
172879,1
172374,0
172856,0
172395,2
172502,4
173163,0
172361,0
172595,0
172351,1
173207,0
172300,1
172172,0
172320,2
172296,0
173221,4
172354,0
173238,0
172284,0
172167,0
172913,1
172723,0
172319,1
172495,0
173005,0
172203,5
173002,0
173058,0
173097,2
172700,0
172383,1
172638,0
172418,0
173255,1
172818,0
172899,6
173061,1
172428,0
172714,0
172587,4
173683,0
174285,0
174341,0
174264,0
174331,0
173534,0
173596,0
173764,0
173496,0
174388,0
174327,0
173876,0
174284,0
174142,0
174046,0
173666,0
174026,0
173789,0
174293,0
173328,0
174117,0
173365,0
173435,0
173291,0
173402,0
173387,0
173744,0
173457,0
174092,0
173988,0
173554,0
173959,0
173330,0
173572,0
173935,0
174062,0
173982,0
173344,0
174298,0
173467,0
174261,0
173388,0
173689,0
173997,0
173641,0
173994,0
174433,0
174354,0
173869,0
173590,0
173394,0
174201,0
173600,0
173715,0
174037,0
173507,0
174012,0
173528,0
173642,0
174358,0
173490,0
173730,0
173481,0
174393,0
173422,0
173274,0
173449,0
173418,0
174412,0
173484,0
174430,0
173408,0
173268,0
174065,0
173866,0
173448,0
173635,0
174178,0
173314,0
174176,0
174236,0
173773,0
174155,0
173453,0
174051,0
174238,0
173562,0
173859,0
173722,0
174280,0
173840,0
173517,0
173931,0
174254,0
173445,0
173674,0
173553,0
174448,0
173977,0
174391,0
174882,0
175486,0
175539,0
175466,0
175530,0
174731,0
174797,0
174964,0
174693,0
175587,0
175526,0
175076,0
175485,0
175340,0
175246,0
174863,0
175226,0
174990,0
175494,0
174521,0
175317,0
174559,0
174630,0
174484,0
174596,0
174581,0
174944,0
174652,0
175292,0
175188,0
174753,0
175157,0
174522,0
174771,0
175135,0
175262,0
175181,0
174535,0
175499,0
174662,0
175463,0
174582,0
174888,0
175196,0
174838,0
175193,0
175631,0
175552,0
175070,0
174791,0
174588,0
175403,0
174801,0
174913,0
175237,0
174704,0
175212,0
174725,0
174839,0
175556,0
174685,0
174930,0
174676,0
175592,0
174617,0
174468,0
174644,0
174613,0
175611,0
174679,0
175628,0
174602,0
174462,0
175266,0
175067,0
174643,0
174833,0
175379,0
174508,0
175376,0
175438,0
174973,0
175353,0
174648,0
175251,0
175440,0
174760,0
175060,0
174921,0
175481,0
175041,0
174715,0
175131,0
175456,0
174640,0
174873,0
174752,0
175647,0
175176,0
175590,0
175994,0
175745,0
175758,0
176463,0
176038,0
176508,0
176446,0
176502,0
175864,0
175921,0
176308,0
176235,0
175886,0
176211,0
175706,0
175900,0
176195,0
176288,0
176231,0
176056,0
175836,0
175714,0
176477,0
176545,0
176501,0
175812,0
176150,0
176347,0
176462,0
176276,0
176443,0
