,F,R,S,V
241211,7.0,ashkara,7.0,1.0
215584,7.0,asiadecuba,0.0,1.0
221375,7.0,asiadecuba,2.0,1.0
223939,7.0,asiadecuba,3.0,1.0
235887,7.0,asiadecuba,5.0,1.0
238600,7.0,asiadecuba,8.0,1.0
241212,7.0,asiadecuba,7.0,1.0
242659,7.0,asiadecuba,1.0,1.0
30680,1.0,asiagrill,0.0,0.0
234153,7.0,asiagrill,11.0,1.0
215586,7.0,asiakan,0.0,1.0
221376,7.0,asiakan,2.0,1.0
235888,7.0,asiakan,5.0,1.0
238601,7.0,asiakan,8.0,1.0
215587,7.0,asiaroma,0.0,1.0
221377,7.0,asiaroma,2.0,1.0
227699,7.0,asiaroma,4.0,1.0
215588,7.0,asianbistro,0.0,1.0
235889,7.0,asianbistro,5.0,1.0
19534,0.0,asiana,10.0,0.0
215591,7.0,asiana,0.0,0.0
221378,7.0,asiana,2.0,1.0
227700,7.0,asiana,4.0,1.0
233183,7.0,asiana,9.0,1.0
215592,7.0,asiate,0.0,1.0
221379,7.0,asiate,2.0,1.0
223940,7.0,asiate,3.0,1.0
233184,7.0,asiate,9.0,1.0
234156,7.0,asiate,11.0,1.0
235014,7.0,asiate,10.0,1.0
235891,7.0,asiate,5.0,1.0
238602,7.0,asiate,8.0,1.0
239643,7.0,asiate,6.0,1.0
242662,7.0,asiate,1.0,1.0
215593,7.0,aspen,0.0,1.0
221380,7.0,aspen,2.0,1.0
227703,7.0,aspen,4.0,1.0
233185,7.0,aspen,9.0,1.0
234157,7.0,aspen,11.0,1.0
235015,7.0,aspen,10.0,1.0
235893,7.0,aspen,5.0,1.0
238603,7.0,aspen,8.0,1.0
215594,7.0,aspensocialclub,0.0,1.0
233186,7.0,aspensocialclub,9.0,1.0
234158,7.0,aspensocialclub,11.0,1.0
235016,7.0,aspensocialclub,10.0,1.0
235894,7.0,aspensocialclub,5.0,1.0
238604,7.0,aspensocialclub,8.0,1.0
239644,7.0,aspensocialclub,6.0,1.0
215595,7.0,astorcourt,0.0,1.0
221381,7.0,astorcourt,2.0,1.0
223942,7.0,astorcourt,3.0,1.0
233187,7.0,astorcourt,9.0,1.0
234159,7.0,astorcourt,11.0,1.0
235017,7.0,astorcourt,10.0,1.0
239645,7.0,astorcourt,6.0,1.0
215596,7.0,astra,0.0,1.0
221382,7.0,astra,2.0,1.0
215597,7.0,astrorestaurant,0.0,1.0
227706,7.0,astrorestaurant,4.0,1.0
215602,7.0,atlanticgrill,0.0,1.0
221384,7.0,atlanticgrill,2.0,1.0
223943,7.0,atlanticgrill,3.0,1.0
235901,7.0,atlanticgrill,5.0,1.0
238605,7.0,atlanticgrill,8.0,1.0
239646,7.0,atlanticgrill,6.0,1.0
215603,7.0,atlas,0.0,1.0
235902,7.0,atlas,5.0,1.0
215609,7.0,atomicwings,0.0,1.0
223945,7.0,atomicwings,3.0,1.0
227718,7.0,atomicwings,4.0,1.0
234161,7.0,atomicwings,11.0,1.0
235905,7.0,atomicwings,5.0,1.0
241215,7.0,atomicwings,7.0,1.0
242668,7.0,atomicwings,1.0,1.0
215610,7.0,atomicwingsatdownthehatch,0.0,1.0
234162,7.0,atomicwingsatdownthehatch,11.0,1.0
215611,7.0,atria,0.0,1.0
233188,7.0,atria,9.0,1.0
235019,7.0,atria,10.0,1.0
235908,7.0,atria,5.0,1.0
239648,7.0,atria,6.0,1.0
241216,7.0,atria,7.0,1.0
215613,7.0,aumandarin,0.0,1.0
221387,7.0,aumandarin,2.0,1.0
238607,7.0,aumandarin,8.0,1.0
241217,7.0,aumandarin,7.0,1.0
242681,7.0,aumandarin,1.0,1.0
215614,7.0,august,0.0,1.0
221388,7.0,august,2.0,1.0
223946,7.0,august,3.0,1.0
235909,7.0,august,5.0,1.0
238608,7.0,august,8.0,1.0
239649,7.0,august,6.0,1.0
241218,7.0,august,7.0,1.0
242682,7.0,august,1.0,1.0
215615,7.0,aura,0.0,1.0
221389,7.0,aura,2.0,1.0
215616,7.0,aureole,0.0,1.0
221390,7.0,aureole,2.0,1.0
223947,7.0,aureole,3.0,1.0
234166,7.0,aureole,11.0,1.0
235020,7.0,aureole,10.0,1.0
235910,7.0,aureole,5.0,1.0
238609,7.0,aureole,8.0,1.0
239650,7.0,aureole,6.0,1.0
242684,7.0,aureole,1.0,0.0
215617,7.0,aurorasoho,0.0,1.0
221391,7.0,aurorasoho,2.0,1.0
233189,7.0,aurorasoho,9.0,1.0
235021,7.0,aurorasoho,10.0,1.0
235912,7.0,aurorasoho,5.0,1.0
239652,7.0,aurorasoho,6.0,1.0
215620,7.0,austinscafe,0.0,1.0
227761,7.0,austinscafe,4.0,1.0
215621,7.0,automaticslims,0.0,1.0
235913,7.0,automaticslims,5.0,1.0
215623,7.0,avenueasushi,0.0,1.0
221392,7.0,avenueasushi,2.0,1.0
223949,7.0,avenueasushi,3.0,1.0
235914,7.0,avenueasushi,5.0,1.0
239653,7.0,avenueasushi,6.0,1.0
109766,3.0,avonbistro,9.0,0.0
215625,7.0,avonbistro,0.0,1.0
221393,7.0,avonbistro,2.0,1.0
235915,7.0,avonbistro,5.0,1.0
239654,7.0,avonbistro,6.0,0.0
215627,7.0,avra,0.0,1.0
223950,7.0,avra,3.0,1.0
235916,7.0,avra,5.0,1.0
241219,7.0,avra,7.0,1.0
242688,7.0,avra,1.0,1.0
215629,7.0,awash,0.0,1.0
221396,7.0,awash,2.0,1.0
223951,7.0,awash,3.0,1.0
227768,7.0,awash,4.0,1.0
235918,7.0,awash,5.0,1.0
238611,7.0,awash,8.0,1.0
239657,7.0,awash,6.0,1.0
241220,7.0,awash,7.0,1.0
242689,7.0,awash,1.0,1.0
215630,7.0,ayurvedacafe,0.0,1.0
227771,7.0,ayurvedacafe,4.0,1.0
215632,7.0,azalea,0.0,1.0
221397,7.0,azalea,2.0,1.0
223953,7.0,azalea,3.0,1.0
235922,7.0,azalea,5.0,1.0
239659,7.0,azalea,6.0,1.0
215633,7.0,azuki,0.0,1.0
242697,7.0,azuki,1.0,1.0
215634,7.0,azukisushi,0.0,1.0
221398,7.0,azukisushi,2.0,1.0
215635,7.0,azulbistro,0.0,1.0
223955,7.0,azulbistro,3.0,1.0
239661,7.0,azulbistro,6.0,1.0
241221,7.0,azulbistro,7.0,1.0
242698,7.0,azulbistro,1.0,1.0
215636,7.0,azure,0.0,1.0
227783,7.0,azure,4.0,1.0
215637,7.0,azuricafe,0.0,1.0
221400,7.0,azuricafe,2.0,1.0
223956,7.0,azuricafe,3.0,1.0
227784,7.0,azuricafe,4.0,1.0
238614,7.0,azuricafe,8.0,1.0
241222,7.0,azuricafe,7.0,1.0
215638,7.0,azusaofjapan,0.0,1.0
223957,7.0,azusaofjapan,3.0,1.0
227785,7.0,azusaofjapan,4.0,1.0
233193,7.0,azusaofjapan,9.0,1.0
215639,7.0,azza,0.0,1.0
221401,7.0,azza,2.0,1.0
234172,7.0,azza,11.0,1.0
235923,7.0,azza,5.0,1.0
238615,7.0,azza,8.0,1.0
239662,7.0,azza,6.0,1.0
215641,7.0,bbargrill,0.0,1.0
241224,7.0,bbargrill,7.0,1.0
215642,7.0,bcup,0.0,1.0
241225,7.0,bcup,7.0,1.0
215644,7.0,bflat,0.0,1.0
242702,7.0,bflat,1.0,1.0
215645,7.0,bcafe,0.0,1.0
234174,7.0,bcafe,11.0,1.0
235023,7.0,bcafe,10.0,1.0
235927,7.0,bcafe,5.0,1.0
239663,7.0,bcafe,6.0,1.0
241226,7.0,bcafe,7.0,1.0
242704,7.0,bcafe,1.0,1.0
215647,7.0,bsmiths,0.0,1.0
221404,7.0,bsmiths,2.0,1.0
239664,7.0,bsmiths,6.0,1.0
117681,3.0,babbo,7.0,0.0
215648,7.0,babbo,0.0,1.0
221406,7.0,babbo,2.0,1.0
223959,7.0,babbo,3.0,1.0
227796,7.0,babbo,4.0,1.0
234176,7.0,babbo,11.0,1.0
235931,7.0,babbo,5.0,1.0
238616,7.0,babbo,8.0,1.0
239665,7.0,babbo,6.0,1.0
242708,7.0,babbo,1.0,1.0
215651,7.0,babybuddha,0.0,1.0
221407,7.0,babybuddha,2.0,1.0
215652,7.0,babycakes,0.0,1.0
235933,7.0,babycakes,5.0,1.0
242711,7.0,babycakes,1.0,1.0
215653,7.0,bacaro,0.0,1.0
221408,7.0,bacaro,2.0,1.0
235934,7.0,bacaro,5.0,1.0
239668,7.0,bacaro,6.0,1.0
241230,7.0,bacaro,7.0,1.0
242712,7.0,bacaro,1.0,1.0
215654,7.0,backforty,0.0,1.0
221409,7.0,backforty,2.0,1.0
235935,7.0,backforty,5.0,1.0
239669,7.0,backforty,6.0,1.0
241231,7.0,backforty,7.0,1.0
242714,7.0,backforty,1.0,1.0
215655,7.0,backstageeatery,0.0,1.0
227807,7.0,backstageeatery,4.0,1.0
215657,7.0,bagatelle,0.0,1.0
235936,7.0,bagatelle,5.0,1.0
215658,7.0,bagelbean,0.0,1.0
234179,7.0,bagelbean,11.0,1.0
242716,7.0,bagelbean,1.0,1.0
215661,7.0,bagelbobs,0.0,1.0
221410,7.0,bagelbobs,2.0,1.0
215663,7.0,bagelbuffet,0.0,1.0
221411,7.0,bagelbuffet,2.0,1.0
242718,7.0,bagelbuffet,1.0,1.0
215665,7.0,bagelmavencafe,0.0,1.0
227814,7.0,bagelmavencafe,4.0,1.0
242720,7.0,bagelmavencafe,1.0,1.0
215674,7.0,bagelsonthesquare,0.0,1.0
242725,7.0,bagelsonthesquare,1.0,1.0
196897,6.0,bakerstreet,4.0,0.0
215675,7.0,bakerstreet,0.0,1.0
80846,2.0,baldoria,10.0,0.0
215676,7.0,baldoria,0.0,1.0
221413,7.0,baldoria,2.0,1.0
223964,7.0,baldoria,3.0,1.0
227824,7.0,baldoria,4.0,1.0
233195,7.0,baldoria,9.0,1.0
234182,7.0,baldoria,11.0,1.0
235939,7.0,baldoria,5.0,1.0
238617,7.0,baldoria,8.0,1.0
239670,7.0,baldoria,6.0,1.0
241232,7.0,baldoria,7.0,1.0
242728,7.0,baldoria,1.0,1.0
215677,7.0,balinusaindah,0.0,1.0
221414,7.0,balinusaindah,2.0,1.0
223966,7.0,balinusaindah,3.0,1.0
235940,7.0,balinusaindah,5.0,1.0
239671,7.0,balinusaindah,6.0,1.0
241233,7.0,balinusaindah,7.0,1.0
242729,7.0,balinusaindah,1.0,1.0
215678,7.0,balthazar,0.0,1.0
221416,7.0,balthazar,2.0,1.0
223968,7.0,balthazar,3.0,1.0
235941,7.0,balthazar,5.0,1.0
238619,7.0,balthazar,8.0,1.0
239672,7.0,balthazar,6.0,1.0
241236,7.0,balthazar,7.0,1.0
242731,7.0,balthazar,1.0,1.0
215686,7.0,baluchis,0.0,1.0
223972,7.0,baluchis,3.0,1.0
227837,7.0,baluchis,4.0,1.0
233196,7.0,baluchis,9.0,1.0
235954,7.0,baluchis,5.0,0.0
241245,7.0,baluchis,7.0,1.0
242743,7.0,baluchis,1.0,1.0
215687,7.0,bamboleo,0.0,1.0
221417,7.0,bamboleo,2.0,1.0
242744,7.0,bamboleo,1.0,1.0
215689,7.0,bamboohouse,0.0,1.0
227843,7.0,bamboohouse,4.0,1.0
215690,7.0,bamiyan,0.0,1.0
221419,7.0,bamiyan,2.0,1.0
223973,7.0,bamiyan,3.0,1.0
235956,7.0,bamiyan,5.0,1.0
241247,7.0,bamiyan,7.0,1.0
242746,7.0,bamiyan,1.0,1.0
215691,7.0,bamn,0.0,0.0
221420,7.0,bamn,2.0,1.0
235957,7.0,bamn,5.0,0.0
241248,7.0,bamn,7.0,1.0
242747,7.0,bamn,1.0,1.0
215692,7.0,bananaleaf,0.0,1.0
234184,7.0,bananaleaf,11.0,1.0
235958,7.0,bananaleaf,5.0,1.0
215693,7.0,banccafe,0.0,1.0
239674,7.0,banccafe,6.0,1.0
215694,7.0,bangalcurry,0.0,1.0
227849,7.0,bangalcurry,4.0,1.0
215696,7.0,bangkokgrandpalace,0.0,1.0
223976,7.0,bangkokgrandpalace,3.0,1.0
242752,7.0,bangkokgrandpalace,1.0,1.0
215697,7.0,bangkokhouse,0.0,1.0
234185,7.0,bangkokhouse,11.0,1.0
242753,7.0,bangkokhouse,1.0,1.0
215699,7.0,banjara,0.0,1.0
221423,7.0,banjara,2.0,1.0
223977,7.0,banjara,3.0,1.0
235961,7.0,banjara,5.0,1.0
238620,7.0,banjara,8.0,1.0
239676,7.0,banjara,6.0,1.0
241250,7.0,banjara,7.0,1.0
242755,7.0,banjara,1.0,1.0
215700,7.0,bann,0.0,1.0
221424,7.0,bann,2.0,1.0
223979,7.0,bann,3.0,1.0
234186,7.0,bann,11.0,1.0
235962,7.0,bann,5.0,1.0
238621,7.0,bann,8.0,1.0
239677,7.0,bann,6.0,1.0
241251,7.0,bann,7.0,1.0
242756,7.0,bann,1.0,1.0
215701,7.0,baonoodles,0.0,1.0
221425,7.0,baonoodles,2.0,1.0
223980,7.0,baonoodles,3.0,1.0
227861,7.0,baonoodles,4.0,1.0
235963,7.0,baonoodles,5.0,1.0
242758,7.0,baonoodles,1.0,1.0
215703,7.0,baoguette,0.0,1.0
221426,7.0,baoguette,2.0,1.0
235964,7.0,baoguette,5.0,1.0
241252,7.0,baoguette,7.0,1.0
215707,7.0,baramericain,0.0,1.0
221430,7.0,baramericain,2.0,1.0
223982,7.0,baramericain,3.0,1.0
227866,7.0,baramericain,4.0,1.0
233199,7.0,baramericain,9.0,1.0
234187,7.0,baramericain,11.0,1.0
235025,7.0,baramericain,10.0,1.0
235966,7.0,baramericain,5.0,1.0
238623,7.0,baramericain,8.0,1.0
239680,7.0,baramericain,6.0,1.0
241253,7.0,baramericain,7.0,1.0
242761,7.0,baramericain,1.0,1.0
215710,7.0,barbao,0.0,1.0
221431,7.0,barbao,2.0,1.0
233206,7.0,barbao,9.0,1.0
235032,7.0,barbao,10.0,1.0
235983,7.0,barbao,5.0,1.0
239681,7.0,barbao,6.0,1.0
215711,7.0,barbaresco,0.0,1.0
233200,7.0,barbaresco,9.0,1.0
235026,7.0,barbaresco,10.0,1.0
235967,7.0,barbaresco,5.0,1.0
239682,7.0,barbaresco,6.0,1.0
241254,7.0,barbaresco,7.0,1.0
215712,7.0,barblanc,0.0,1.0
221432,7.0,barblanc,2.0,1.0
233201,7.0,barblanc,9.0,1.0
234188,7.0,barblanc,11.0,1.0
235027,7.0,barblanc,10.0,1.0
235968,7.0,barblanc,5.0,1.0
239683,7.0,barblanc,6.0,1.0
242763,7.0,barblanc,1.0,1.0
215713,7.0,barboulud,0.0,1.0
221433,7.0,barboulud,2.0,1.0
233202,7.0,barboulud,9.0,1.0
234189,7.0,barboulud,11.0,1.0
235028,7.0,barboulud,10.0,1.0
235969,7.0,barboulud,5.0,1.0
239684,7.0,barboulud,6.0,1.0
241255,7.0,barboulud,7.0,1.0
215714,7.0,barbreton,0.0,1.0
221434,7.0,barbreton,2.0,1.0
233203,7.0,barbreton,9.0,1.0
235029,7.0,barbreton,10.0,1.0
235970,7.0,barbreton,5.0,1.0
241256,7.0,barbreton,7.0,1.0
215718,7.0,barjamon,0.0,1.0
223984,7.0,barjamon,3.0,1.0
238625,7.0,barjamon,8.0,1.0
36446,1.0,barmartignetti,2.0,0.0
215719,7.0,barmartignetti,0.0,1.0
235973,7.0,barmartignetti,5.0,0.0
238626,7.0,barmartignetti,8.0,1.0
242764,7.0,barmartignetti,1.0,1.0
215720,7.0,barmasa,0.0,1.0
221437,7.0,barmasa,2.0,1.0
223985,7.0,barmasa,3.0,1.0
235974,7.0,barmasa,5.0,1.0
239687,7.0,barmasa,6.0,1.0
241257,7.0,barmasa,7.0,1.0
242765,7.0,barmasa,1.0,1.0
19552,0.0,barmilano,10.0,0.0
30812,1.0,barmilano,0.0,0.0
98028,3.0,barmilano,2.0,0.0
235975,7.0,barmilano,5.0,0.0
241258,7.0,barmilano,7.0,1.0
215721,7.0,barpitti,0.0,1.0
221438,7.0,barpitti,2.0,1.0
223986,7.0,barpitti,3.0,1.0
227870,7.0,barpitti,4.0,1.0
235976,7.0,barpitti,5.0,1.0
238627,7.0,barpitti,8.0,1.0
239688,7.0,barpitti,6.0,1.0
241259,7.0,barpitti,7.0,1.0
242766,7.0,barpitti,1.0,1.0
98030,3.0,barq,2.0,0.0
142394,4.0,barq,10.0,0.0
148541,4.0,barq,7.0,0.0
215722,7.0,barq,0.0,0.0
233204,7.0,barq,9.0,1.0
234191,7.0,barq,11.0,1.0
235977,7.0,barq,5.0,0.0
239689,7.0,barq,6.0,0.0
215723,7.0,barstuzzichini,0.0,1.0
221439,7.0,barstuzzichini,2.0,1.0
233205,7.0,barstuzzichini,9.0,1.0
234192,7.0,barstuzzichini,11.0,1.0
235030,7.0,barstuzzichini,10.0,1.0
235979,7.0,barstuzzichini,5.0,1.0
241261,7.0,barstuzzichini,7.0,1.0
215725,7.0,barveloce,0.0,1.0
221441,7.0,barveloce,2.0,1.0
223988,7.0,barveloce,3.0,1.0
227871,7.0,barveloce,4.0,1.0
235980,7.0,barveloce,5.0,1.0
239693,7.0,barveloce,6.0,1.0
241262,7.0,barveloce,7.0,1.0
242769,7.0,barveloce,1.0,1.0
215726,7.0,barvetro,0.0,1.0
227872,7.0,barvetro,4.0,1.0
235981,7.0,barvetro,5.0,1.0
239694,7.0,barvetro,6.0,1.0
215727,7.0,baraonda,0.0,1.0
221442,7.0,baraonda,2.0,1.0
234193,7.0,baraonda,11.0,1.0
235031,7.0,baraonda,10.0,1.0
235982,7.0,baraonda,5.0,1.0
238628,7.0,baraonda,8.0,1.0
239695,7.0,baraonda,6.0,1.0
242770,7.0,baraonda,1.0,1.0
215728,7.0,barbarinialimentari,0.0,1.0
221443,7.0,barbarinialimentari,2.0,1.0
235984,7.0,barbarinialimentari,5.0,1.0
215729,7.0,barbarinimercato,0.0,1.0
235985,7.0,barbarinimercato,5.0,1.0
215730,7.0,barbes,0.0,1.0
223990,7.0,barbes,3.0,1.0
235986,7.0,barbes,5.0,1.0
20323,0.0,barbetta,8.0,0.0
215731,7.0,barbetta,0.0,1.0
221445,7.0,barbetta,2.0,1.0
223991,7.0,barbetta,3.0,1.0
234194,7.0,barbetta,11.0,1.0
235987,7.0,barbetta,5.0,1.0
239696,7.0,barbetta,6.0,1.0
242775,7.0,barbetta,1.0,1.0
215732,7.0,barbossa,0.0,1.0
221447,7.0,barbossa,2.0,1.0
223992,7.0,barbossa,3.0,1.0
227883,7.0,barbossa,4.0,1.0
235988,7.0,barbossa,5.0,1.0
242776,7.0,barbossa,1.0,1.0
215733,7.0,barbounia,0.0,1.0
221448,7.0,barbounia,2.0,1.0
223993,7.0,barbounia,3.0,1.0
233208,7.0,barbounia,9.0,1.0
234195,7.0,barbounia,11.0,1.0
235034,7.0,barbounia,10.0,1.0
235989,7.0,barbounia,5.0,1.0
238629,7.0,barbounia,8.0,1.0
215734,7.0,barbuto,0.0,1.0
221449,7.0,barbuto,2.0,1.0
223994,7.0,barbuto,3.0,1.0
233209,7.0,barbuto,9.0,1.0
235035,7.0,barbuto,10.0,1.0
235990,7.0,barbuto,5.0,1.0
239697,7.0,barbuto,6.0,1.0
242777,7.0,barbuto,1.0,1.0
215736,7.0,barciboenoteca,0.0,1.0
235991,7.0,barciboenoteca,5.0,1.0
239698,7.0,barciboenoteca,6.0,1.0
215737,7.0,bardolino,0.0,1.0
223995,7.0,bardolino,3.0,1.0
215738,7.0,bari,0.0,1.0
223996,7.0,bari,3.0,1.0
242779,7.0,bari,1.0,1.0
215741,7.0,barkingdog,0.0,1.0
221453,7.0,barkingdog,2.0,1.0
234197,7.0,barkingdog,11.0,1.0
242782,7.0,barkingdog,1.0,1.0
215742,7.0,barmarche,0.0,1.0
223999,7.0,barmarche,3.0,1.0
233211,7.0,barmarche,9.0,1.0
235037,7.0,barmarche,10.0,1.0
238630,7.0,barmarche,8.0,1.0
111593,3.0,barna,10.0,0.0
215743,7.0,barna,0.0,1.0
221455,7.0,barna,2.0,1.0
224000,7.0,barna,3.0,1.0
227890,7.0,barna,4.0,1.0
233212,7.0,barna,9.0,1.0
234198,7.0,barna,11.0,1.0
235997,7.0,barna,5.0,1.0
242784,7.0,barna,1.0,1.0
215744,7.0,barneygreengrass,0.0,1.0
221456,7.0,barneygreengrass,2.0,1.0
224001,7.0,barneygreengrass,3.0,1.0
235998,7.0,barneygreengrass,5.0,1.0
238631,7.0,barneygreengrass,8.0,1.0
239699,7.0,barneygreengrass,6.0,1.0
241264,7.0,barneygreengrass,7.0,1.0
242785,7.0,barneygreengrass,1.0,1.0
215746,7.0,baroccokitchen,0.0,0.0
227893,7.0,baroccokitchen,4.0,1.0
234199,7.0,baroccokitchen,11.0,1.0
215747,7.0,barolo,0.0,1.0
221457,7.0,barolo,2.0,1.0
224002,7.0,barolo,3.0,1.0
227894,7.0,barolo,4.0,1.0
236003,7.0,barolo,5.0,1.0
238632,7.0,barolo,8.0,1.0
239700,7.0,barolo,6.0,1.0
242786,7.0,barolo,1.0,1.0
215748,7.0,barriochino,0.0,1.0
241265,7.0,barriochino,7.0,1.0
242787,7.0,barriochino,1.0,1.0
215749,7.0,barrowstreetalehouse,0.0,1.0
227898,7.0,barrowstreetalehouse,4.0,1.0
215750,7.0,basera,0.0,1.0
221458,7.0,basera,2.0,1.0
236004,7.0,basera,5.0,1.0
215751,7.0,basilica,0.0,1.0
224005,7.0,basilica,3.0,1.0
242788,7.0,basilica,1.0,1.0
215753,7.0,bastapasta,0.0,1.0
221459,7.0,bastapasta,2.0,1.0
227908,7.0,bastapasta,4.0,1.0
236006,7.0,bastapasta,5.0,1.0
238633,7.0,bastapasta,8.0,1.0
239702,7.0,bastapasta,6.0,1.0
242792,7.0,bastapasta,1.0,1.0
215754,7.0,batch,0.0,1.0
236007,7.0,batch,5.0,1.0
239703,7.0,batch,6.0,1.0
215755,7.0,batonrouge,0.0,0.0
227910,7.0,batonrouge,4.0,1.0
215756,7.0,batterygardens,0.0,1.0
221461,7.0,batterygardens,2.0,1.0
227911,7.0,batterygardens,4.0,1.0
233214,7.0,batterygardens,9.0,1.0
235039,7.0,batterygardens,10.0,1.0
236008,7.0,batterygardens,5.0,1.0
238634,7.0,batterygardens,8.0,1.0
242793,7.0,batterygardens,1.0,1.0
215758,7.0,bayleaf,0.0,1.0
221462,7.0,bayleaf,2.0,1.0
224009,7.0,bayleaf,3.0,1.0
227915,7.0,bayleaf,4.0,1.0
236009,7.0,bayleaf,5.0,1.0
238635,7.0,bayleaf,8.0,1.0
239704,7.0,bayleaf,6.0,1.0
242794,7.0,bayleaf,1.0,1.0
215761,7.0,bbsandwichbar,0.0,1.0
221464,7.0,bbsandwichbar,2.0,1.0
224011,7.0,bbsandwichbar,3.0,1.0
227919,7.0,bbsandwichbar,4.0,1.0
236010,7.0,bbsandwichbar,5.0,1.0
238636,7.0,bbsandwichbar,8.0,1.0
239705,7.0,bbsandwichbar,6.0,1.0
241266,7.0,bbsandwichbar,7.0,1.0
242797,7.0,bbsandwichbar,1.0,1.0
215763,7.0,bbapfusionricebar,0.0,1.0
221465,7.0,bbapfusionricebar,2.0,1.0
236011,7.0,bbapfusionricebar,5.0,1.0
241267,7.0,bbapfusionricebar,7.0,1.0
215767,7.0,beachcafe,0.0,1.0
224012,7.0,beachcafe,3.0,1.0
227928,7.0,beachcafe,4.0,1.0
215768,7.0,beacon,0.0,1.0
221468,7.0,beacon,2.0,1.0
224013,7.0,beacon,3.0,1.0
233215,7.0,beacon,9.0,1.0
235040,7.0,beacon,10.0,1.0
236013,7.0,beacon,5.0,1.0
238637,7.0,beacon,8.0,1.0
239707,7.0,beacon,6.0,1.0
242799,7.0,beacon,1.0,1.0
215772,7.0,beardpapas,0.0,1.0
236014,7.0,beardpapas,5.0,1.0
215773,7.0,beca,0.0,1.0
235727,7.0,beca,5.0,1.0
215774,7.0,becco,0.0,1.0
221469,7.0,becco,2.0,1.0
224015,7.0,becco,3.0,1.0
233216,7.0,becco,9.0,1.0
234205,7.0,becco,11.0,1.0
235041,7.0,becco,10.0,1.0
236015,7.0,becco,5.0,1.0
238638,7.0,becco,8.0,1.0
239708,7.0,becco,6.0,1.0
242802,7.0,becco,1.0,1.0
215776,7.0,beckys,0.0,1.0
227938,7.0,beckys,4.0,1.0
215779,7.0,belcourt,0.0,1.0
221471,7.0,belcourt,2.0,1.0
236016,7.0,belcourt,5.0,1.0
239711,7.0,belcourt,6.0,1.0
241271,7.0,belcourt,7.0,1.0
242805,7.0,belcourt,1.0,1.0
215780,7.0,bellablu,0.0,1.0
221472,7.0,bellablu,2.0,1.0
224018,7.0,bellablu,3.0,1.0
234209,7.0,bellablu,11.0,1.0
235042,7.0,bellablu,10.0,1.0
236017,7.0,bellablu,5.0,1.0
239712,7.0,bellablu,6.0,1.0
242806,7.0,bellablu,1.0,1.0
215781,7.0,bellacucina,0.0,1.0
224019,7.0,bellacucina,3.0,1.0
236018,7.0,bellacucina,5.0,1.0
215783,7.0,bellaluna,0.0,1.0
221473,7.0,bellaluna,2.0,1.0
224020,7.0,bellaluna,3.0,1.0
227955,7.0,bellaluna,4.0,1.0
234210,7.0,bellaluna,11.0,1.0
239713,7.0,bellaluna,6.0,1.0
242808,7.0,bellaluna,1.0,1.0
215786,7.0,bellanapoli,0.0,1.0
224021,7.0,bellanapoli,3.0,1.0
227956,7.0,bellanapoli,4.0,1.0
241272,7.0,bellanapoli,7.0,1.0
242811,7.0,bellanapoli,1.0,1.0
215789,7.0,bellavitae,0.0,1.0
221474,7.0,bellavitae,2.0,1.0
224022,7.0,bellavitae,3.0,1.0
233218,7.0,bellavitae,9.0,1.0
234211,7.0,bellavitae,11.0,1.0
235044,7.0,bellavitae,10.0,1.0
236019,7.0,bellavitae,5.0,1.0
238639,7.0,bellavitae,8.0,1.0
239714,7.0,bellavitae,6.0,1.0
242812,7.0,bellavitae,1.0,1.0
215790,7.0,belledejour,0.0,1.0
236020,7.0,belledejour,5.0,1.0
215791,7.0,bellini,0.0,1.0
234212,7.0,bellini,11.0,1.0
215792,7.0,bello,0.0,1.0
221475,7.0,bello,2.0,1.0
224024,7.0,bello,3.0,1.0
238640,7.0,bello,8.0,1.0
242813,7.0,bello,1.0,1.0
215793,7.0,bellogiardino,0.0,1.0
221476,7.0,bellogiardino,2.0,1.0
227965,7.0,bellogiardino,4.0,1.0
242814,7.0,bellogiardino,1.0,1.0
215794,7.0,bellosguardo,0.0,1.0
221477,7.0,bellosguardo,2.0,1.0
224025,7.0,bellosguardo,3.0,1.0
234213,7.0,bellosguardo,11.0,1.0
236021,7.0,bellosguardo,5.0,1.0
238641,7.0,bellosguardo,8.0,1.0
239716,7.0,bellosguardo,6.0,1.0
242815,7.0,bellosguardo,1.0,1.0
215795,7.0,bellos,0.0,1.0
241273,7.0,bellos,7.0,1.0
242816,7.0,bellos,1.0,1.0
184886,6.0,bellydellydeli,0.0,0.0
242818,7.0,bellydellydeli,1.0,1.0
215796,7.0,belmontlounge,0.0,1.0
242819,7.0,belmontlounge,1.0,1.0
215798,7.0,benjackssteakhouse,0.0,1.0
221478,7.0,benjackssteakhouse,2.0,1.0
224026,7.0,benjackssteakhouse,3.0,1.0
236022,7.0,benjackssteakhouse,5.0,1.0
238642,7.0,benjackssteakhouse,8.0,1.0
242821,7.0,benjackssteakhouse,1.0,1.0
215799,7.0,benashdelicatessen,0.0,1.0
227978,7.0,benashdelicatessen,4.0,1.0
215800,7.0,benbensonssteakhouse,0.0,1.0
221479,7.0,benbensonssteakhouse,2.0,1.0
224027,7.0,benbensonssteakhouse,3.0,1.0
227977,7.0,benbensonssteakhouse,4.0,1.0
233220,7.0,benbensonssteakhouse,9.0,1.0
235046,7.0,benbensonssteakhouse,10.0,1.0
236023,7.0,benbensonssteakhouse,5.0,1.0
